"","student","has"
"1039",25136,"C3 - Very Good"
"1040",25136,"C1 - Good"
"1041",25136,"C4 - Good"
"1042",25136,"C7 - Very Good"
"1043",25136,"C10 - Good"
"1044",25136,"C8 - Good"
"1045",25136,"C9 - Excellent"
"1046",25137,"C6 - Excellent"
"1047",25137,"C2 - Excellent"
"1048",25137,"C5 - Very Good"
"1049",25137,"C3 - Very Good"
"1050",25137,"C1 - Good"
"1051",25137,"C4 - Excellent"
"1052",25137,"C7 - Very Good"
"1053",25137,"C10 - Very Good"
"1054",25137,"C8 - Very Good"
"1055",25137,"C9 - Excellent"
"1056",25138,"C6 - Very Good"
"1057",25138,"C2 - Good"
"1058",25138,"C5 - Very Good"
"1059",25138,"C3 - Very Good"
"1060",25138,"C1 - Very Good"
"1061",25138,"C4 - Medium"
"1062",25138,"C7 - Good"
"1063",25138,"C10 - Good"
"1064",25138,"C8 - Medium"
"1065",25138,"C9 - Very Good"
"1066",25139,"C6 - Very Good"
"1067",25139,"C2 - Medium"
"1068",25139,"C5 - Good"
"1069",25139,"C3 - Very Good"
"1070",21121,"C7 - Good"
"1071",21121,"C10 - Medium"
"1072",21121,"C8 - Medium"
"1073",21121,"C9 - Good"
"1074",21122,"C6 - Excellent"
"1075",21122,"C2 - Excellent"
"1076",21122,"C5 - Very Good"
"1077",21122,"C3 - Very Good"
"1078",21122,"C1 - Good"
"1079",21122,"C4 - Very Good"
"1080",21122,"C7 - Good"
"1081",21122,"C10 - Very Good"
"1082",21122,"C8 - Medium"
"1083",21122,"C9 - Excellent"
"1084",21123,"C6 - Very Good"
"1085",21123,"C2 - Medium"
"1086",21123,"C5 - Very Good"
"1087",21123,"C3 - Very Good"
"1088",21123,"C1 - Good"
"1089",21123,"C4 - Very Good"
"1090",21123,"C7 - Good"
"1091",21123,"C10 - Good"
"1092",21123,"C8 - Good"
"1093",21123,"C9 - Good"
"1094",21124,"C6 - Very Good"
"1095",21124,"C2 - Very Good"
"1096",21124,"C5 - Good"
"1097",21124,"C3 - Very Good"
"1098",21124,"C1 - Very Good"
"1099",21124,"C4 - Good"
"1100",21124,"C7 - Good"
"1101",21124,"C10 - Very Good"
"1102",21124,"C8 - Medium"
"1103",21124,"C9 - Very Good"
"1104",21125,"C6 - Excellent"
"1105",21125,"C2 - Very Good"
"1106",21125,"C5 - Very Good"
"1107",21125,"C3 - Good"
"1108",21125,"C1 - Medium"
"1109",21125,"C4 - Excellent"
"1110",21125,"C7 - Very Good"
"1111",21125,"C10 - Very Good"
"1112",21125,"C8 - Very Good"
"1113",21125,"C9 - Good"
"1114",21126,"C6 - Very Good"
"1115",21126,"C2 - Excellent"
"1116",21126,"C5 - Very Good"
"1117",21126,"C3 - Good"
"1118",21126,"C1 - Very Good"
"1119",21126,"C4 - Good"
"1120",21126,"C7 - Good"
"1121",21126,"C10 - Very Good"
"1122",21126,"C8 - Medium"
"1123",21126,"C9 - Good"
"1124",21127,"C6 - Very Good"
"1125",21127,"C2 - Excellent"
"1126",21127,"C5 - Very Good"
"1127",21127,"C3 - Very Good"
"1128",21127,"C1 - Good"
"1129",21127,"C4 - Medium"
"1130",21127,"C7 - Very Good"
"1131",21127,"C10 - Very Good"
"1132",21127,"C8 - Very Good"
"1133",21127,"C9 - Good"
"1134",21128,"C6 - Very Good"
"1135",21128,"C2 - Excellent"
"1136",21128,"C5 - Very Good"
"1137",21128,"C3 - Excellent"
"1138",21128,"C1 - Excellent"
"1139",21128,"C4 - Very Good"
"1140",21128,"C7 - Good"
"1141",21128,"C10 - Very Good"
"1142",21128,"C8 - Good"
"1143",21128,"C9 - Good"
"1144",21129,"C6 - Very Good"
"1145",21129,"C2 - Good"
"1146",21129,"C5 - Excellent"
"1147",21129,"C3 - Good"
"1148",21129,"C1 - Good"
"1149",21129,"C4 - Good"
"1150",21129,"C7 - Good"
"1151",21129,"C10 - Good"
"1152",21129,"C8 - Medium"
"1153",21135,"C2 - Very Good"
"1154",21135,"C5 - Very Good"
"1155",21135,"C3 - Excellent"
"1156",21135,"C1 - Good"
"1157",21135,"C4 - Good"
"1158",21135,"C7 - Good"
"1159",21135,"C10 - Good"
"1160",21135,"C8 - Medium"
"1161",21135,"C9 - Very Good"
"1162",21136,"C6 - Very Good"
"1163",21136,"C2 - Excellent"
"1164",21136,"C5 - Very Good"
"1165",21136,"C3 - Good"
"1166",21136,"C1 - Good"
"1167",21136,"C4 - Good"
"1168",21136,"C7 - Very Good"
"1169",21136,"C10 - Very Good"
"1170",21136,"C8 - Good"
"1171",21136,"C9 - Very Good"
"1172",21137,"C6 - Very Good"
"1173",21137,"C2 - Very Good"
"1174",21137,"C5 - Very Good"
"1175",21137,"C3 - Very Good"
"1176",21137,"C1 - Very Good"
"1177",21137,"C4 - Medium"
"1178",21137,"C7 - Very Good"
"1179",21137,"C10 - Good"
"1180",21137,"C8 - Good"
"1181",21137,"C9 - Good"
"1182",21138,"C6 - Very Good"
"1183",21138,"C2 - Very Good"
"1184",21138,"C5 - Excellent"
"1185",21138,"C3 - Excellent"
"1186",21138,"C1 - Good"
"1187",21138,"C4 - Good"
"1188",21138,"C7 - Good"
"1189",21138,"C10 - Very Good"
"1190",21138,"C8 - Good"
"1191",21138,"C9 - Very Good"
"1192",21139,"C6 - Very Good"
"1193",21139,"C2 - Medium"
"1194",21139,"C5 - Good"
"1195",21139,"C3 - Medium"
"1196",21139,"C1 - Good"
"1197",21139,"C4 - Medium"
"1198",21139,"C7 - Good"
"1199",21139,"C10 - Very Good"
"1200",21139,"C8 - Good"
"1201",21139,"C9 - Good"
"1202",21140,"C6 - Very Good"
"1203",21140,"C2 - Medium"
"1204",21140,"C5 - Very Good"
"1205",21140,"C3 - Very Good"
"1206",21140,"C1 - Medium"
"1207",21140,"C4 - Good"
"1208",21140,"C7 - Very Good"
"1209",21140,"C10 - Good"
"1210",21140,"C8 - Medium"
"1211",21140,"C9 - Very Good"
"1212",21141,"C6 - Very Good"
"1213",21141,"C2 - Very Good"
"1214",21141,"C5 - Very Good"
"1215",21141,"C3 - Very Good"
"1216",21141,"C1 - Excellent"
"1217",21141,"C4 - Good"
"1218",21141,"C7 - Good"
"1219",21141,"C10 - Good"
"1220",21141,"C8 - Good"
"1221",21141,"C9 - Good"
"1222",21142,"C6 - Good"
"1223",21142,"C2 - Very Good"
"1224",21142,"C5 - Excellent"
"1225",21142,"C3 - Very Good"
"1226",21142,"C1 - Very Good"
"1227",21142,"C4 - Very Good"
"1228",21142,"C7 - Good"
